"Financial Year","Return Type","Name","Creditor Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Amount owed","Financial or Non-financial institution"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - WA Branch","Westclub","206 Adelaide Terrace","","PERTH","WA","6000","18958","Non-financial"
"2006-2007","Associated Entity Return","Australasian Meat Industry Employees' Union - NSW Branch","Australian Taxation Office","PO Box 9811","","PARRAMATTA","NSW","2123","36347","Non-financial"
"2006-2007","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","Australian Taxation Office","GPO Box 9990","","MELBOURNE","VIC","3000","33950","Non-financial"
"2006-2007","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC Limited","Level 5","385 Bourke Street","MELBOURNE","VIC","3000","31382","Non-financial"
"2006-2007","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC Limited","Level 5","385 Bourke Street","MELBOURNE","VIC","3000","30839","Non-financial"
"2006-2007","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC Limited","Level 5","385 Bourke Street","MELBOURNE","VIC","3000","21536","Non-financial"
"2006-2007","Associated Entity Return","Australasian Meat Industry Employees Union Victorian Branch","CBFC Limited","Level 5","385 Bourke Street","MELBOURNE","VIC","3000","18968","Non-financial"
"2006-2007","Political Party Return","Australian Democrats","Australian Democrats NSW Division","PO Box 16 ","","ROZELLE","NSW","2039","12366","Non-financial"
"2006-2007","Political Party Return","Australian Democrats","Australian Democrats SA Division","711 South Road","","BLACK FOREST","SA","5035","16774","Non-financial"
"2006-2007","Political Party Return","Australian Democrats","Australian Democrats Victorian Division","PO Box 135","","EAST MELBOURNE","VIC","3002","10973","Non-financial"
"2006-2007","Political Party Return","Australian Greens","Australian Greens - ACT","GPO Box 2019","","CANBERRA CITY","ACT","2601","12743","Non-financial"
"2006-2007","Political Party Return","Australian Greens","Australian Greens - TAS","GPO Box 1132","","HOBART GPO PRIVATE BOXES","TAS","7001","13258","Non-financial"
"2006-2007","Political Party Return","Australian Greens","Avantcard","165 Victoria Street","","BEACONSFIELD ","NSW","2015","43395","Non-financial"
"2006-2007","Political Party Return","Australian Greens","Cyclone Advertising","399 Clarendon Street","","SOUTH MELBOURNE","VIC","3205","33654","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","07 Pty Ltd","Level 25, Tower 2 Darling Park","201 Sussex Street","SYDNEY","NSW","2000","235783","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","American Express International","GPO Box 3928","","SYDNEY","NSW","1133","100076","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Cabcharge Australia Ltd","PO Box 600","","PADDINGTON","NSW","2021","15951","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Carlson Wagonlit Travel","410 Queen Street","","BRISBANE","QLD","4000","16457","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","CPR Communications & Public Relations Pty Ltd","Level 9 155 George Street","","SYDNEY","NSW","2000","15400","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Ikon Communications Pty Ltd","Level 11","65 York Street","SYDNEY","NSW","2000","139515","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Kingston Terrace Serviced Apartments","16 Eyre Street","","KINGSTON","ACT","2604","18564","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","List A Barristers","Owen Dixon Chambers West","205 William Street","MELBOURNE","VIC","3000","12870","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Media Monitors","PO Box 2110","","STRAWBERRY HILLS","NSW","2012","29102","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","MLC Limited","GPO Box 1315","","NORTH SYDNEY","NSW","2059","32299","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","New Dialogue","Level 11","65 York Street","SYDNEY","NSW","2000","44880","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","UMR Research Pty Ltd","Suite 105, 332-342 Oxford St","","BONDI JUNCTION","NSW","2022","172776","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Visibility Consulting Pty Ltd","Fox Studios FSA 41","Driver Avenue","MOORE PARK","NSW","1363","25828","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (ALP)","Westpac Banking Corporation","Franklin Street","","MANUKA","ACT","2603","5318972","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","AP Mail Management","PO Box 6888","","PARRAMATTA","NSW","2150","143140","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Australian Labor Party (ALP) - NATIONAL","PO Box 6222","","KINGSTON","ACT","2604","74977","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","31976","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Campaign City Pty Ltd","Suite 6","13-15 Smail Street","ULTIMO","NSW","2007","16610","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Commissioner State Revenue","PO","","SYDNEY","NSW","2000","11153","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Elect Interactive Pty Ltd","Level 10","1 Margaret Street","SYDNEY","NSW","2000","30313","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","GIO Australia","GPO Box 3915","","SYDNEY","NSW","2001","32710","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Jeffries Printing Services","Unit 5","71A Milpera Road","REVESBY","NSW","2211","42278","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Labor Council of NSW","The Trades Hall Building","Level 3, 4 Goulburn Street","SYDNEY","NSW","2000","12961","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","M/- R D Lavigne","PO Box 398","","WOOLLAHRA","NSW","1350","19943","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Maher & Holmes Advertising","Locked Bag 10","","PADDINGTON","NSW","2021","3775243","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Star 104.5 Pty Ltd","PO Box 3535","","ERINA","NSW","2250","13068","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Synergy Consumables Pty Ltd","PO Box 3223","","NARELLAN","NSW","2567","15090","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Telstra Stadium - Stadium Australia Management Ltd","Locked Bag 1999","Olympic Park","SYDNEY","NSW","2127","83400","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Turning Point Solutions Pty Ltd","Suite 6","23 Warners Avenue","BONDI BEACH","NSW","2026","23307","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","UMR Research Pty Ltd","Suite 105, 332-342 Oxford St","","BONDI JUNCTION","NSW","2022","57616","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (N.S.W. Branch)","Woolworths Limited (NSW)","PO Box 277","","ROSNEY PARK","TAS","7018","48749","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (South Australian Branch)","Australia Post","GPO Box 5211","","MELBOURNE","VIC","3001","10501","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (South Australian Branch)","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","15209","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","Australia Post","GPO Box 2943DD","","MELBOURNE","VIC","3000","38098","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","Australian Labor Party (ALP) - NATIONAL","PO Box 6222","","KINGSTON","ACT","2604","11561","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","Australian Taxation Office","PO Box 8444","","CHERMSIDE","QLD","4032","25356","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","Infront Systems Pty Ltd","Unit6/3 Phipps Close","","DEAKIN","ACT","2600","18104","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","M/- S Marshall","PO Box 1065","","NEW FARM","QLD","4005","11916","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","Sebel & Citigate","King George Square","","BRISBANE","QLD","4000","30188","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (State of Queensland)","Vino's Restaurant & Bar","Level 1","Eagle Street Pier","BRISBANE","QLD","4000","17621","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Tasmanian Branch)","Northern Tasmania Radio Centre/ Bass Radio","PO Box 7635","","LAUNCESTON ","TAS","7250","15345","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Victorian Branch)","Auspoll","PO Box 516","","CARLTON SOUTH","VIC","3053","13200","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Victorian Branch)","Australian Taxation Office","GPO Box 9990","","MELBOURNE","VIC","3000","122793","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Victorian Branch)","Cultural Imprint","PO Box 9234","","BRIGHTON","VIC","3186","20808","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Victorian Branch)","Custom Service Fleet","85 Epping Road","","NORTH RYDE","NSW","2113","15656","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Western Australian Branch)","Australian Labor Party (ALP) - NATIONAL","PO Box 6222","","KINGSTON","ACT","2604","37400","Non-financial"
"2006-2007","Political Party Return","Australian Labor Party (Western Australian Branch)","John Curtin House Limited","PO Box 6222","","KINGSTON","ACT","2604","116300","Non-financial"
"2006-2007","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","ASU National Office","Ground Floor","116 Queensberry Street","CARLTON SOUTH","VIC","3053","92011","Non-financial"
"2006-2007","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","123645","Non-financial"
"2006-2007","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","QSU","32 Peel Street","","SOTH BRISBANE","QLD","4101","30515","Non-financial"
"2006-2007","Associated Entity Return","Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch","Vision Super Fund","PO Box 18041","Collins Street","EAST MELBOURNE","VIC","8003","33403","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram & Bus Industry Union SA/NT","Eastern Equity Insurance Brokers","Bray House","60 Hutt Street","ADELAIDE","SA","5000","36630","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram & Bus Industry Union, Queensland Branch","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","49303","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram & Bus Industry Union, Queensland Branch","Hall Payne Lawyers","GPo Box 3114","","BRISBANE","QLD","4001","19661","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram & Bus Industry Union, Queensland Branch","RTBU National Office","83-89 Renwick Street","","REDFERN","NSW","2016","61014","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram & Bus Union (Victorian Branch)","Commonwealth Bank","16-24 Elsie Street","","BURWOOD","NSW","2134","1179000","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","91838","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram and Bus Industry Union New South Wales Branch","RTBU National Office","83-89 Renwick Street","","REDFERN","NSW","2016","62936","Non-financial"
"2006-2007","Associated Entity Return","Australian Rail Tram and Bus Industry Union Western Australian Branch","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","13542","Non-financial"
