"Event","Media ID","Name","Business Name","Return Type","Address Line 1","Address Line 2","Suburb","State","Postcode","Total Amount"
"2001 Federal Election","4376","The Dimboola Banner","The Dimboola Banner","Publisher","GPO Box 2466V","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","0"
"2001 Federal Election","4935","The Eaglehawk Times","Robinson Grant Publications Pty Ltd","Publisher","PO Box 8","","CRESWICK","VIC","3363","2759"
"2001 Federal Election","4356","The Echo","Geelong Newspapers","Publisher","191 - 195","Ryrie St","GEELONG","VIC","3220","1624"
"2001 Federal Election","1643","The Edward","Reliance Printing","Publisher","Po Box 735","","DENILIQUIN","NSW","2710","0"
"2001 Federal Election","4295","The El-Telegraph Newspaper","Linkban Pty Ltd","Publisher","Po Box 105","","LAKEMBA","NSW","2195","12534"
"2001 Federal Election","4740","The Express","Poinciana Publishing","Publisher","PO Box 1464","","THURINGOWA","QLD","4817","0"
"2001 Federal Election","4782","The Express (Canterbury-Bankstown)","Cumberland Newspaper Group (Nationwide News)","Publisher","142-154 Macquarie Street","","PARRAMATTA","NSW","2150","0"
"2001 Federal Election","2782","The Fist","All Stars Marketing Pty Ltd","Publisher","PO 8735","","GOLD COAST MAIL CENTRE","QLD","9726","0"
"2001 Federal Election","4064","The Flinders News","The Flinders News","Publisher","103","Gertrude St","PORT PIRIE","SA","5540","958"
"2001 Federal Election","4455","The Free Pass","Central Highlands Newspapers","Publisher","PO BOX 423","","KILMORE","VIC","3764","892"
"2001 Federal Election","4448","The Gazette","Davies Brothers Limited","Publisher","GPO BOX 334","","HOBART GPO PRIVATE BOXES","TAS","7001","1944"
"2001 Federal Election","4232","The Geelong Independent","The Geelong Independent Ltd","Publisher","PO BOX 491","","GEELONG","VIC","3220","4991"
"2001 Federal Election","4741","The Geelong Times","Forte Publishing Pty Ltd","Publisher","PO Box 1388","","GEELONG","VIC","3220","0"
"2001 Federal Election","4063","The Gilgandra Weekly","Gilgandra Newspapers P/L","Publisher","64-66","Millar St","GILGANDRA","NSW","2827","2050"
"2001 Federal Election","4503","The Gloucester Advocate","Trading as Regional Publishers","Publisher","PO BOX 12","","GLOUCESTER","NSW","2422","4501"
"2001 Federal Election","1695","The Golden Rivers","Reliance Printing","Publisher","PO Box 735","","DENILIQUIN","NSW","2710","0"
"2001 Federal Election","328","The Great Southern Star","Dorothy Giles","Publisher","PO Box 84","","LEONGATHA","VIC","3953","1848"
"2001 Federal Election","4467","The Guardian","Elliot Consolidated Newspapers P/L","Publisher","PO BOX 493","","SWAN HILL","VIC","3585","1498"
"2001 Federal Election","1525","The Guardian Swan Hill","Elliott Consolidated Newspapers Pty Ltd","Publisher","54 McCallum Street","","SWAN HILL","VIC","3585","0"
"2001 Federal Election","4471","The Gundagi Independent","Nedain Pty Ltd","Publisher","PO BOX 108","","GUNDAGAI","NSW","2722","1521"
"2001 Federal Election","4212","The Guyra Argus","","Publisher","PO BOX 205","","GUYRA","NSW","2365","2039"
"2001 Federal Election","4398","The Gympie Times & Cooloola Advertiser","The Gympie Times Pty Ltd","Publisher","PO BOX 394","","GYMPIE","QLD","4570","6138"
"2001 Federal Election","4934","The Hepburn Shire Advocate","Robinson Grant Publications Pty Ltd","Publisher","PO Box 8","","CRESWICK","VIC","3363","2156"
"2001 Federal Election","4742","The Hunter Post","Newcastle Newspapers","Publisher","PO Box 510","","NEWCASTLE","NSW","2300","0"
"2001 Federal Election","1762","The Huon Valley News","Huon Newspaper Company Pty Ltd","Publisher","PO Box 19","","FRANKLIN","TAS","7113","2496"
"2001 Federal Election","1205","The Ibis Flyer Magazine","Reliance Printing","Publisher","PO Box 735","","DENILIQUIN","NSW","2710","0"
"2001 Federal Election","3202","The Independent Teacher","QIEU","Publisher","Po Box 418","","FORTITUDE VALLEY","QLD","4006","0"
"2001 Federal Election","4928","The Inner Western Suburbs Courier","The Courier Newspaper Group","Publisher","170 Bourke Road","","ALEXANDRIA","NSW","2015","8988"
"2001 Federal Election","4916","The Irrigator","Leeton Newspapers Pty Ltd","Publisher","107 Pine Avenue","","LEETON","NSW","2705","1605"
"2001 Federal Election","496","The Islander","Rural Press","Publisher","Daucey Street","","KINGSCOTE","SA","5223","0"
"2001 Federal Election","3526","The Lamp","NSW Nurses' Association","Publisher","Po Box 40","","CAMPERDOWN","NSW","2050","0"
"2001 Federal Election","488","The Leader","Leader Newspapers Group Pty Ltd","Publisher","PO Box 55","","ANGASTON","SA","5353","554"
"2001 Federal Election","586","The Litchfield Times","North Australian Rural Area Newspaper Group Pty Ltd","Publisher","PO Box 120","","HUMPTY DOO","NT","0836","3722"
"2001 Federal Election","1701","The Loddon Times","Jenwhit Publishers Pty Ltd","Publisher","PO Box 284","","KERANG","VIC","3579","0"
"2001 Federal Election","1325","The Maltese Herald","Maltese News and Information Services","Publisher","195 Merrylands Road","","MERRYLANDS","NSW","2160","4830"
"2001 Federal Election","2676","The Mature Australian Newspaper","The Mature Australian Pty Ltd","Publisher","Po Box 79","","LINDFIELD","NSW","2070","0"
"2001 Federal Election","322","The McIvor Times","BM & CD Cail","Publisher","153 High Street","","HEATHCOTE","VIC","3523","0"
"2001 Federal Election","256","The Melbourne Times","Melbourne Independent Newspapers Pty Ltd","Publisher","18 Drummond Street","PO Box 208","CARLTON SOUTH","VIC","3053","1746"
"2001 Federal Election","4945","The Melbourne Times","Metropolis Media P/L","Publisher","Po Box 208","","CARLTON SOUTH","VIC","3053","506"
"2001 Federal Election","4743","The Millstream Times","","Publisher","PO Box 215","","RAVENSHOE","QLD","4872","0"
"2001 Federal Election","3963","The Mirror","South Gippsland Publishing","Publisher","PO Box 93","","FOSTER","VIC","3960","1202"
"2001 Federal Election","447","The Morning Bulletin","Capricornia Newspapers Pty Ltd","Publisher","PO Box 397","","ROCKHAMPTON","QLD","4700","56158"
"2001 Federal Election","4680","The Mosman Daily","Cumberland Newspaper Group (Nationwide News)","Publisher","142-154 Macquarie St","","PARRAMATTA","NSW","2150","7770"
"2001 Federal Election","509","The Murray Pioneer","Murray Pioneer Pty Ltd","Publisher","PO Box 832","","RENMARK","SA","5341","3556"
"2001 Federal Election","2648","The Music Network","Rough Cut Music Pty Ltd","Publisher","128 Rourke Street","","WOOLLOOMOOLOO","NSW","2011","0"
"2001 Federal Election","3468","The New South Wales Doctor","Australian Medical Association (NSW Branch)","Publisher","Po Box 121","","ST LEONARDS","NSW","2065","0"
"2001 Federal Election","4359","The Newcastle Herald","Newcastle Newspapers","Publisher","PO BOX 510","","NEWCASTLE","NSW","2300","17359"
"2001 Federal Election","4948","The North Shore Times","Cumberland Newspaper Group (Nationwide news)","Publisher","142-154 Macquarie Street","","PARRAMATTA","NSW","2150","5656"
"2001 Federal Election","416","The Northern Miner","North Queensland Newspaper Company Ltd","Publisher","PO Box 178","","CHARTERS TOWERS","QLD","4820","3662"
"2001 Federal Election","4744","The NSW Freemason","Associated Business Publications Pty Ltd","Publisher","PO Box 3267","","UMINA BEACH","NSW","2257","0"
"2001 Federal Election","4431","The Observer","Gladestone Newspaper Company","Publisher","PO BOX 351","","GLADSTONE","QLD","4680","22497"
"2001 Federal Election","1527","The Observer","Lower Burdekin Newspaper Co Pty Ltd","Publisher","PO Box 969","","AYR","QLD","4807","1578"
"2001 Federal Election","3082","The Owner Builder","Russell Andrews & Associates Pty Ltd","Publisher","66 Broadway","","DUNOLLY","VIC","3472","0"
"2001 Federal Election","4745","The Pennant (Penola)","The Border Watch Pty Ltd","Publisher","PO Box 309","","MOUNT GAMBIER","SA","5290","0"
"2001 Federal Election","4430","The Port Curtis Post","Gladstone Newspaper Comapany","Publisher","PO BOX 351","","GLADSTONE","QLD","4680","3526"
"2001 Federal Election","4056","The Post","Border Mail","Publisher","PO Box 491","","WODONGA PRIVATE BOXES","VIC","3689","1544"
"2001 Federal Election","3212","The Practising Administrator","Fernfawn Publications Pty Ltd","Publisher","Po Box 1010","","KENMORE","QLD","4069","0"
"2001 Federal Election","185","The Queanbeyan Age","Regional Publishers Pty Ltd","Publisher","PO Box 91","","QUEANBEYAN","NSW","2620","6940"
"2001 Federal Election","3303","The Queensland Mason","United Grand Lodge of Queensland, The","Publisher","GPO Box 2204","","BRISBANE GPO PRIVATE BOXES","QLD","4001","0"
"2001 Federal Election","3529","The Queensland Nurse","Queensland Nurses Union of Employees","Publisher","GPO Box 1289","","BRISBANE GPO PRIVATE BOXES","QLD","4001","0"
"2001 Federal Election","435","The Queensland Times","Queensland Times Pty Ltd","Publisher","PO Box 260","","IPSWICH","QLD","4305","30169"
"2001 Federal Election","3474","The Radiographer","Australian Institute of Radiography","Publisher","Po Box 1169","","COLLINGWOOD","VIC","3066","0"
"2001 Federal Election","4766","The Range News","The Range News Pty Ltd","Publisher","PO Box 117","","MALENY","QLD","4552","5379"
"2001 Federal Election","2736","The Record","Archdiocese of Perth","Publisher","Po Box 75","","LEEDERVILLE PRIVATE BOXES 1-125","WA","6902","726"
"2001 Federal Election","389","The Redland Times","Regional Publishers of Queensland","Publisher","PO Box 191","","CLEVELAND","QLD","4163","7121"
"2001 Federal Election","4433","The Reporter Newspaper","","Publisher","PO BOX 1125","","SPRINGWOOD","QLD","4127","4564"
"2001 Federal Election","202","The Riverina Leader","Micosh Pty Ltd","Publisher","PO Box 756","","WAGGA WAGGA","NSW","2650","1864"
"2001 Federal Election","131","The Riverine Grazier","Riverine Grazier Partnership","Publisher","PO Box 183","","HAY","NSW","2711","2819"
"2001 Federal Election","4393","The Robinvale Sentinel","R & M Leslie Trustees","Publisher","PO BOX 505","","ROBINVALE","VIC","3549","1686"
"2001 Federal Election","4950","The Rural News","","Publisher","Po Box 35","","WAGGA WAGGA","NSW","2650","2392"
"2001 Federal Election","4229","The Satellite","The Satellite","Publisher","PO BOX 260","","IPSWICH","QLD","4305","7154"
"2001 Federal Election","4407","The Shepparton Adviser Newspaper","SIMTRU Pty Ltd","Publisher","PO BOX 1664","","SHEPPARTON","VIC","3630","1663"
"2001 Federal Election","4308","The Sound Telegraph","South West Printing & Publishing","Publisher","52 Thorpe St","","ROCKINGHAM","WA","6168","19714"
"2001 Federal Election","3146","The Source","Australian Computer Society - QLD Branch","Publisher","PO Box 10327","","BRISBANE","QLD","4000","0"
"2001 Federal Election","499","The South Eastern Times","South Eastern Times Pty Ltd","Publisher","PO Box 22","","MILLICENT","SA","5280","216"
"2001 Federal Election","4691","The Southern Star","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","10719"
"2001 Federal Election","4066","The Spectator Pty Ltd","The Spectator Pty Ltd","Publisher","PO Box 63","","WALGETT","NSW","2832","1811"
"2001 Federal Election","4004","The Star","Regional Publishers","Publisher","PO Box 3250","","HAMILTON","NSW","2303","1322"
"2001 Federal Election","1731","The Star","Toowoomba Newspapers Pty Ltd","Publisher","PO Box 40","","TOOWOOMBA","QLD","4350","0"
"2001 Federal Election","3995","The Sun","Sun community Newspapers","Publisher","PO Box 1667","","TOWNSVILLE","QLD","4810","1783"
"2001 Federal Election","4414","The Sunday Times","The Sunday Times - A Division of Nationwide News","Publisher","GPO BOX D174","","PERTH GPO BOXES D141-D200","WA","6840","8800"
"2001 Federal Election","4897","The Sun-Herald","","Publisher","GPO Box 506","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","2896","The Swine","Swinburne Student Union Inc","Publisher","Po Box 390","","HAWTHORN","VIC","3122","0"
"2001 Federal Election","1496","The Tablelands Post","The Tablelands Post","Publisher","22 Victoria Street","","MILLTHORPE","NSW","2798","0"
"2001 Federal Election","4211","The Times","Country Publishers","Publisher","PO BOX 107","","VICTOR HARBOR","SA","5211","1100"
"2001 Federal Election","4434","The Times Newspaper","","Publisher","6 Boronia Crt","","ORMEAU","QLD","4208","5591"
"2001 Federal Election","506","The Transcontinental","Northern Newspapers Pty Ltd","Publisher","PO Box 64","","PORT AUGUSTA","SA","5700","2492"
"2001 Federal Election","1593","The Valley View","Tofua Holdings Pty Ltd","Publisher","PO Box 7155","","CANBERRA MAIL CENTRE","ACT","2610","1202"
"2001 Federal Election","4924","The Weekender","Sunshine Coast Publishing P/L","Publisher","PO Box 644","","MAROOCHYDORE","QLD","4558","24431"
"2001 Federal Election","4942","The Weekly Advertiser","Ace Radio broadcasters P/L","Publisher","Po Box 606","","HORSHAM","VIC","3400","1235"
"2001 Federal Election","4251","The Weekly Times","The Herald & Weekly Times Limited","Publisher","PO BOX 14999","","MELBOURNE CITY","VIC","3000","33972"
"2001 Federal Election","4919","The Weipa Bulletin","Cape York Publishing Pty Ltd","Publisher","PO Box 209","","WEIPA","QLD","4874","2082"
"2001 Federal Election","1152","The Western Herald","Navoc Pty Ltd","Publisher","PO Box 38","","BOURKE","NSW","2840","1860"
"2001 Federal Election","4922","The western Weekender - Blacktoen City Guardian","Camlllaro","Publisher","Suite 10 Town Centre Cambell St","","BLACKTOWN","NSW","2148","1696"
"2001 Federal Election","4690","The Western Weekender Pty Ltd","The Western Weekender Pty Ltd","Publisher","PO Box 6205","","SOUTH PENRITH","NSW","2750","2304"
"2001 Federal Election","1703","The Whistler","Whistler Publishing","Publisher","PO Box 358","","OCEAN GROVE","VIC","3226","0"
"2001 Federal Election","4423","The Wimmera Mail - Times","The Wimmera Mail - Times Printers P/L","Publisher","PO BOX 519","","HORSHAM PRIVATE BOXES","VIC","3402","2024"
"2001 Federal Election","4067","The Wollongong Advertiser","Illawarra Newspapers Holdings P/L","Publisher","PO Box 1215","","WOLLONGONG","NSW","2500","6760"
"2001 Federal Election","4454","The World Serbian Voice Newspaper","PGP Publishing Pty Ltd","Publisher","PO BOX 595","","GLENROY","VIC","3046","7"
"2001 Federal Election","4913","The Yea Chronicle","Alexandra Newspapers Pty Ltd","Publisher","PO Box 5","","ALEXANDRA","VIC","3714","396"
"2001 Federal Election","4900","The York Chronicle","Albany Advertiser Pty Ltd","Publisher","PO Box 5168","","ALBANY","WA","6330","0"
"2001 Federal Election","4382","Tivi Tuan San","Tivi Tuan San","Publisher","49 Victoria Parade","","COLLINGWOOD","VIC","3066","3564"
"2001 Federal Election","4219","TN4 Ten Capital","Regional Television Pty Ltd","Broadcaster","PO Box 1016","","TOWNSVILLE","QLD","4810","208092"
"2001 Federal Election","1814","Today Denes","AEA Ethnic Publishers {","Publisher","PO Box 544","","THOMASTOWN","VIC","3074","3906"
"2001 Federal Election","1943","Today's Business","Direct Specialist Publishing","Publisher","Po Box 6337","","TOOWOOMBA WEST","QLD","4350","0"
"2001 Federal Election","2368","Today's Cattle","Direct Specialist Publishing","Publisher","Po Box 6337","","TOOWOOMBA","QLD","4350","0"
"2001 Federal Election","3166","Today's Dairy Journal","Direct Specialist Publishing","Publisher","Po Box 6337","","TOOWOOMBA WEST","QLD","4350","0"
"2001 Federal Election","2369","Today's Feed Lotting","Direct Specialist Publishing","Publisher","Po Box 6337","","TOOWOOMBA","QLD","4350","0"
"2001 Federal Election","2370","Today's Grain Growing","Direct Specialist Publishing","Publisher","Po Box 6337","","TOOWOOMBA","QLD","4350","0"
"2001 Federal Election","2628","Today's Motor","Direct Specialist Publishing","Publisher","Po Box 6337","","TOOWOOMBA WEST","QLD","4350","0"
"2001 Federal Election","2898","Togatus","Tasmania University Union","Publisher","Po Box 950","","SANDY BAY","TAS","7005","0"
"2001 Federal Election","461","Torres News","Hillside Securities Pty Ltd","Publisher","PO Box 436","","THURSDAY ISLAND","QLD","4875","2078"
"2001 Federal Election","3104","Totline","playgroup Association of NSW","Publisher","4/181 McCredie Road","","GUILDFORD","NSW","2161","0"
"2001 Federal Election","4751","Tourist News","Sunraysia Newspaper Services Pty Ltd","Publisher","PO Box 1400","","MILDURA PRIVATE BOXES","VIC","3502","0"
"2001 Federal Election","2974","Tourist News - Murray Region","Sunraysia Newspaper Services Pty Ltd","Publisher","Po Box 493","","SWAN HILL","VIC","3585","0"
"2001 Federal Election","2371","Town & Country Farmer Magazine","Town & Country Farmer Publications Pty Ltd","Publisher","Po Box 798","","BENALLA","VIC","3672","0"
