"Event","Media ID","Name","Business Name","Return Type","Advertiser","Advertiser Type","Date Run","Amount"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","JOHNSON, Michael Andrew","Candidate","07/11/2001","688"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","MONSOUR, Sebastian Gerard James","Candidate","10/10/2001","101"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","MONSOUR, Sebastian Gerard James","Candidate","17/10/2001","101"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","MONSOUR, Sebastian Gerard James","Candidate","24/10/2001","101"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","MONSOUR, Sebastian Gerard James","Candidate","31/10/2001","101"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","MONSOUR, Sebastian Gerard James","Candidate","07/11/2001","151"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","PYKE, John Richard","Candidate","07/11/2001","62"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","SHORT, Leonie Marjorie","Candidate","17/10/2001","178"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","SHORT, Leonie Marjorie","Candidate","24/10/2001","169"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","SHORT, Leonie Marjorie","Candidate","24/10/2001","229"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","SHORT, Leonie Marjorie","Candidate","31/10/2001","232"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","SHORT, Leonie Marjorie","Candidate","07/11/2001","291"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Australian Labor Party (ALP)","Party","07/11/2001","395"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","17/10/2001","253"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","24/10/2001","158"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","24/10/2001","276"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","31/10/2001","586"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","31/10/2001","601"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","31/10/2001","601"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","31/10/2001","2420"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","31/10/2001","2420"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","07/11/2001","586"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","07/11/2001","601"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","07/11/2001","781"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","Liberal Party of Australia (Victorian Division)","Party","07/11/2001","863"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","The Australian Greens - Victoria","Party","31/10/2001","127"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","The Australian Greens - Victoria","Party","07/11/2001","99"
"2001 Federal Election","4157","Whitehorse Leader","Leader Community","Publisher","The Australian Greens - Victoria","Party","07/11/2001","611"
"2001 Federal Election","4158","Whittlesea Leader","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","07/11/2001","819"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","Australian Labor Party (South Australian Branch)","Party","08/11/2001","112"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","Australian Labor Party (South Australian Branch)","Party","08/11/2001","201"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","Australian Labor Party (South Australian Branch)","Party","08/11/2001","336"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","Australian Labor Party (South Australian Branch)","Party","08/11/2001","336"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","25/10/2001","67"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","25/10/2001","143"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","25/10/2001","827"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","01/11/2001","143"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","08/11/2001","91"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","08/11/2001","112"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","08/11/2001","112"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","08/11/2001","112"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","08/11/2001","143"
"2001 Federal Election","1243","Whyalla News","Northern Newspapers Pty Ltd ( Div of Rural Press )","Publisher","WAKELIN, Barry Hugh","Candidate","08/11/2001","827"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","ANDREN, Peter James","Candidate","07/11/2001","3852"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Australian Democrats","Party","07/11/2001","15249"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Australian Labor Party (ALP)","Party","07/11/2001","162362"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Australian Labor Party (N.S.W. Branch)","Party","07/11/2001","5098"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","CALDICOTT, Helen Mary","Candidate","07/11/2001","570"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Christian Democratic Party (Fred Nile Group)","Party","07/11/2001","6666"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","KNOTT, Peter John","Candidate","07/11/2001","4400"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Liberal Party of Australia","Party","07/11/2001","153595"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","National Party of Australia","Party","07/11/2001","10693"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Pauline Hanson's One Nation","Party","07/11/2001","264"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","Pauline Hanson's One Nation","Party","07/11/2001","1183"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","SCHULTZ, Albert John","Candidate","07/11/2001","16597"
"2001 Federal Election","3997","WIN","WIN Television NSW Pty Ltd","Broadcaster","The Greens NSW","Party","07/11/2001","2288"
"2001 Federal Election","4403","WIN Griffith","Win Television Griffith Pty Ltd","Broadcaster","Australian Labor Party (ALP)","Party","07/11/2001","33435"
"2001 Federal Election","4403","WIN Griffith","Win Television Griffith Pty Ltd","Broadcaster","Christian Democratic Party (Fred Nile Group)","Party","07/11/2001","412"
"2001 Federal Election","4403","WIN Griffith","Win Television Griffith Pty Ltd","Broadcaster","National Party of Australia","Party","07/11/2001","8257"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Australian Democrats","Party","07/11/2001","9293"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Australian Labor Party (ALP)","Party","07/11/2001","23567"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Australian Labor Party (ALP)","Party","07/11/2001","156914"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Australian Labor Party (Northern Territory) Branch","Party","07/11/2001","1685"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","BUTSON, Clark Andrew","Candidate","07/11/2001","18496"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","CAMPBELL, Graeme","Candidate","07/11/2001","2201"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Country Labor Party","Party","07/11/2001","2200"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","HAASE, Barry Wayne","Candidate","07/11/2001","20675"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","KELLY, Ronald Edward","Candidate","07/11/2001","18387"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Liberal Party of Australia","Party","28/10/2001","2378"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Liberal Party of Australia","Party","06/11/2001","35"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Liberal Party of Australia","Party","07/11/2001","13949"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Liberal Party of Australia","Party","07/11/2001","22891"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","National Party of Australia","Party","07/11/2001","15763"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","Pauline Hanson's One Nation","Party","07/11/2001","7744"
"2001 Federal Election","4451","WOW","Win Television WA Pty Ltd","Broadcaster","WAKELIN, Barry Hugh","Candidate","07/11/2001","1694"
"2001 Federal Election","4491","WOW FM","Way Out West Fine Music","Broadcaster","KELLY, Jacqueline Marie","Candidate","06/11/2001","980"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","17/10/2001","492"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","17/10/2001","592"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","24/10/2001","492"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","24/10/2001","592"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","24/10/2001","592"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","31/10/2001","592"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","07/11/2001","592"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","07/11/2001","592"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","24/10/2001","37"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","31/10/2001","75"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","Australian Labor Party (State of Queensland)","Party","31/10/2001","75"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","LAMING, Andrew Charles","Candidate","31/10/2001","306"
"2001 Federal Election","396","Wynnum Herald","Nationwide News Pty Ltd","Publisher","LAMING, Andrew Charles","Candidate","03/11/2001","306"
