"Event","Return Type (Candidate/Senate Group)","Name","Party ID","Party Name","Electorate Name","Electorate State","Nil Return","Amendment No","Total Gift Value","Number Of Donors","Total Electoral Expenditure","Discretionary Benefits Received"
"1998 Federal Election","Candidate","Ferguson, Christine","21","National Party of Australia","Hume","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Ferguson, Laurie Donald Thomas","7","Australian Labor Party","Reid","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ferguson, Martin John","7","Australian Labor Party","Batman","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Feros, Marion Carol","19","Liberal Party of Australia","Brisbane","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ferrari, James Stephen","999","Independent","Melbourne","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Field, Meret Joy","1","Abolish Child Support/Family Court Party","Goldstein","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fierravanti-Wells, Concetta","19","Liberal Party of Australia","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Filing, Paul Anthony ","999","Independent","Moore","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Finlayson, Kathleen Margaret","21","National Party of Australia","Kalgoorlie","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Finney, Richard Vaughan","34","Taxi Operators Political Service","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fischer, John Duncombe","26","Pauline Hansons One Nation","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fischer, Timothy Andrew","21","National Party of Australia","Farrer","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fisher, Irene May","5","Australian Democrats","Franklin","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fisher, Robert John","5","Australian Democrats","Bonython","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fitzgibbon, Joel Andrew","7","Australian Labor Party","Hunter","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fleming, Terence J","8","Australian Reform Party","Queensland","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fong, Harold Charles","52","Unity - Say No to Hanson","Queensland","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Foo, Chilip","7","Australian Labor Party","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Forbes, Graeme Ross","9","Australian Shooters Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Forbes, Maria","19","Liberal Party of Australia","Oxley","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Ford, Waverney","26","Pauline Hansons One Nation","Wentworth","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Forrest, John Alexander","21","National Party of Australia","Mallee","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Forshaw, Michael George","7","Australian Labor Party","New South Wales","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Forsyth, William McDonald","11","Christian Democratic Party (Fred Nile Group)","O'Connor","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Foskey, Deborah Jane","6","Australian Greens","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fowler, Jennifer Anne","21","National Party of Australia","O'Connor","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fowler, Philip John ","999","Independent","Hume","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fox, Andrew Robert","12","Citizens Electoral Council of Australia","Wills","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fradd, William Philip","3","Australia First Party","South Australia","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Francis, Yvonne Lo-An","24","Nuclear Disarmament Party","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fraser, Desley Elizabeth","19","Liberal Party of Australia","Wide Bay","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fraser, Kirsty Michelle","5","Australian Democrats","Lilley","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fraser, Peter David","5","Australian Democrats","Gilmore","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fraser, Tim","5","Australian Democrats","Swan","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Freame, Alma Rose","19","Liberal Party of Australia","Reid","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Freeman, Sharynne Louise ","999","Independent","Werrriwa","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Frood, Ronald David","26","Pauline Hansons One Nation","Rankin","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fuller, Paul Bernard","26","Pauline Hansons One Nation","Paterson","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Furlan, Maurice Joseph","1","Abolish Child Support/Family Court Party","Farrer","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Furness, Joan","6","Australian Greens","Capricornia","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fyffe, Paul Andrew","6","Australian Greens","Burke","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gago, Gail Elizabeth","7","Australian Labor Party","Makin","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gallagher, Michael Patrick ","999","Independent","New South Wales","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gallagher, Paul Francis","12","Citizens Electoral Council of Australia","Maribyrnong","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gallus, Christine Ann","19","Liberal Party of Australia","Hindmarsh","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gambaro, Teresa","19","Liberal Party of Australia","Petrie","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gao, Ning","52","Unity - Say No to Hanson","Grayndler","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Garcia, Roderick David ","999","Independent","Western Australia","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gardnir, Ronald Graham","26","Pauline Hansons One Nation","Shortland","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gash, Joanna","19","Liberal Party of Australia","Gilmore","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gatgens, Bruce Godfrey","19","Liberal Party of Australia","Charlton","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gent, Carolyn Jane","3","Australia First Party","Brand","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Geoghegan, Anthony Glenn ","999","Independent","McMillan","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Georganas, Steven","7","Australian Labor Party","Hindmarsh","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","George, Gregory Paul","6","Australian Greens","Griffith","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Georgiou, Petro","19","Liberal Party of Australia","Kooyong","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gerick, Jane Frances","7","Australian Labor Party","Canning","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gerrity, Darryl Mervyn Robert","32","Tasmania First Party","Lyons","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gianniotis, Andrew Charles","16","Democratic Socialist Electoral League","Queensland","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gibbons, Stephen","7","Australian Labor Party","Bendigo","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gibson, Brian","19","Liberal Party of Australia","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gibson, Colin Robert Cameron","26","Pauline Hansons One Nation","Hindmarsh","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gilbert, Donald Evan","5","Australian Democrats","Boothby","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gillard, Julia Eileen","7","Australian Labor Party","Lalor","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gillham, Henry Raymond","12","Citizens Electoral Council of Australia","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gillies, Rosemary Anne","5","Australian Democrats","Riverina","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ginges, Kieran Daniel","52","Unity - Say No to Hanson","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Glancy, Kevin John","26","Pauline Hansons One Nation","Robertson","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gleeson, Martin Matthew McKenzie","26","Pauline Hansons One Nation","Calare","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gleeson, Regina Evelyn","5","Australian Democrats","Maranoa","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Godfrey, Colin Victor","3","Australia First Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Goldberg, Emanuel","1","Abolish Child Support/Family Court Party","Tangney","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gollan, William Edward","13","Common Cause - No Aircraft Noise","Bennelong","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Goodluck, Jane","19","Liberal Party of Australia","Franklin","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Goodwin, Kevin Patrick ","999","Independent","McPherson","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gordon, Susan Shirly","26","Pauline Hansons One Nation","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Goryachev, Vladimir ","999","Independent","Kingsford-Smith","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gough, Andrew Neil","6","Australian Greens","Northern Territory","NT","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gourlay, Ralph Peter","11","Christian Democratic Party (Fred Nile Group)","Charlton","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Grace, Elizabeth Jane","19","Liberal Party of Australia","Lilley","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Graham, John Alexander Campbell ","999","Independent","Ballarat","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Graham, Kenneth Leslie","5","Australian Democrats","Gwydir","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Graham, Murray Fearn","11","Christian Democratic Party (Fred Nile Group)","Victoria","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Grant, Robert George","26","Pauline Hansons One Nation","Corio","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Gray, Ian Anthony","21","National Party of Australia","Grey","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Grech, Charlo David Jacob","24","Nuclear Disarmament Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Green, Bruce Leslie","21","National Party of Australia","Groom","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Green, Jeanette","6","Australian Greens","Hume","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gregory, Kenneth John","11","Christian Democratic Party (Fred Nile Group)","Mitchell","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gregson, Andrew","19","Liberal Party of Australia","Denison","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Greig, Brian Andrew","5","Australian Democrats","Western Australia","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Grieves, Vicki","7","Australian Labor Party","Lyne","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Griffin, Alan Peter","7","Australian Labor Party","Bruce","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Griffin, Brendan John","1","Abolish Child Support/Family Court Party","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Griffith, Stephen","22","Natural Law Party","Jagajaga","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Griffith, Susan","22","Natural Law Party","Indi","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Griffiths, Rhonda Frances","7","Australian Labor Party","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Grigg, Brian","11","Christian Democratic Party (Fred Nile Group)","Banks","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Grigg, Shirley Joan","14","CTA Child Protection (Elaine Nile) Party","Macquarie","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Grim-Reaper, Steven Dwight David ","999","Independent","Lindsay","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Grimsey, Lynne Marie","5","Australian Democrats","McPherson","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Grindlay, Rebekah Esther","5","Australian Democrats","New England","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Guess, Julian Clive","6","Australian Greens","Chisholm","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gunnyon, David Graeme","26","Pauline Hansons One Nation","Pearce","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Gwin, Christopher","6","Australian Greens","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Haase, Barry Wayne","19","Liberal Party of Australia","Kalgoorlie","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Habermann, Daniel Christian","6","Australian Greens","Forde","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Hage, Kusum Lata","11","Christian Democratic Party (Fred Nile Group)","Rankin","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Hagger, Edward George","26","Pauline Hansons One Nation","Northern Territory","NT","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Hahnheuser, Ralph  ","999","Independent","Kingston","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Haidar, Abboud","1","Abolish Child Support/Family Court Party","Victoria","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Haidar, Assyl","52","Unity - Say No to Hanson","La Trobe","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Haig, Thomas","21","National Party of Australia","Barker","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Hale, Ian Roy","26","Pauline Hansons One Nation","Parramatta","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Hale, Sylvia Phyllis","13","Common Cause - No Aircraft Noise","Grayndler","NSW","N","0","0","0","0","0"
